country,db,node,valence,node_date,col,archive,full_repl
Vietnam,GDELT,COVID-19 Blame,negative,2020-03-01,avg_shock,-0.9159831701415603,-1.231568628629997
Australia,GDELT,Anchorage Talks,negative,2021-03-01,avg_shock,0.021870286212502674,0.022578179215352545
Belgium,GDELT,Anchorage Talks,negative,2021-03-01,avg_shock,-1.0625207389874698,-1.4943299112011155
Brazil,GDELT,Anchorage Talks,negative,2021-03-01,avg_shock,1.4443648119620078,1.8348179520792758
Canada,GDELT,Anchorage Talks,negative,2021-03-01,avg_shock,-0.30784164484964677,-0.4155488961464855
France,GDELT,Anchorage Talks,negative,2021-03-01,avg_shock,0.2609448506288329,0.24081563218830718
Germany,GDELT,Anchorage Talks,negative,2021-03-01,avg_shock,-0.0879516975280786,-0.08084269046389049
India,GDELT,Anchorage Talks,negative,2021-03-01,avg_shock,0.5688299069561359,0.7683279343488982
Indonesia,GDELT,Anchorage Talks,negative,2021-03-01,avg_shock,0.7750698508037019,0.9627801032337939
Iran,GDELT,Anchorage Talks,negative,2021-03-01,avg_shock,0.19767031018899978,0.22475192325980617
Italy,GDELT,Anchorage Talks,negative,2021-03-01,avg_shock,0.22997243247856972,0.3135256386726721
Japan,GDELT,Anchorage Talks,negative,2021-03-01,avg_shock,-0.5463084513924802,-0.49878978789568057
Malaysia,GDELT,Anchorage Talks,negative,2021-03-01,avg_shock,-0.8211803448189423,-0.6651666134987777
Mexico,GDELT,Anchorage Talks,negative,2021-03-01,avg_shock,-0.3571424181826686,-0.4890668044123436
Netherlands,GDELT,Anchorage Talks,negative,2021-03-01,avg_shock,-0.07628588553576617,-0.13031281125611022
Philippines,GDELT,Anchorage Talks,negative,2021-03-01,avg_shock,-0.42850203151797955,-0.671989775934853
Russia,GDELT,Anchorage Talks,negative,2021-03-01,avg_shock,1.049642709511627,0.8419498749506797
Saudi Arabia,GDELT,Anchorage Talks,negative,2021-03-01,avg_shock,0.24245659786879517,0.3520823908803942
Singapore,GDELT,Anchorage Talks,negative,2021-03-01,avg_shock,-0.2277058728931805,-0.2178473355966202
South Korea,GDELT,Anchorage Talks,negative,2021-03-01,avg_shock,-0.5861028521997707,-0.5696758604218808
Spain,GDELT,Anchorage Talks,negative,2021-03-01,avg_shock,-0.32297997339268725,-0.4661950058235505
Thailand,GDELT,Anchorage Talks,negative,2021-03-01,avg_shock,-0.471137355525364,-0.5330461737080885
United Arab Emirates,GDELT,Anchorage Talks,negative,2021-03-01,avg_shock,0.4409691733244648,0.5484603888823503
United Kingdom,GDELT,Anchorage Talks,negative,2021-03-01,avg_shock,0.4247265341734454,0.40159949257296085
Vietnam,GDELT,Anchorage Talks,negative,2021-03-01,avg_shock,-0.8698614383960874,-1.1695564871765314
Australia,GDELT,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,0.4657651970614608,0.48084099080129056
Belgium,GDELT,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,0.7784299452637297,1.0947844200111716
Brazil,GDELT,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,-0.3123757090754909,-0.3968198020738542
Canada,GDELT,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,0.8413076063717427,1.1356632638776685
France,GDELT,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,0.506529389355208,0.46745584297057396
Germany,GDELT,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,-0.351717991118625,-0.3232891403546462
India,GDELT,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,-0.5527140325772635,-0.7465599571024064
Indonesia,GDELT,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,-0.2672121634519482,-0.33192692767861076
Iran,GDELT,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,-0.36030569914902444,-0.4096690027338195
Italy,GDELT,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,0.2578817588373587,0.35157493561342074
Japan,GDELT,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,-0.15271426076754427,-0.13943096348360368
Malaysia,GDELT,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,-0.39604882827903537,-0.3208046314657094
Mexico,GDELT,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,0.9286541399734757,1.271688518412908
Netherlands,GDELT,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,0.3204920669120268,0.5474698488622345
Philippines,GDELT,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,0.3481356622490353,0.5459568180830079
Russia,GDELT,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,0.8046869731651156,0.6454635375365366
Saudi Arabia,GDELT,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,0.40103131287926724,0.5823560369053918
Singapore,GDELT,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,0.7670525313969914,0.7338429532112516
South Korea,GDELT,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,0.10646419947903298,0.10348027520206057
Spain,GDELT,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,0.7759086929828976,1.1199603301840366
Thailand,GDELT,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,-0.12831941169797037,-0.1451809554387876
United Arab Emirates,GDELT,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,-0.015767348268899504,-0.019610817459208358
United Kingdom,GDELT,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,0.45706823880382813,0.43218013946798667
Vietnam,GDELT,Pelosi visits Taiwan,negative,2022-08-01,avg_shock,0.12661558240055107,0.17023869462157906
Australia,GDELT,Biden hikes tariffs on China EVs,negative,2024-05-01,avg_shock,0.054353765817980786,0.0561130775218709
Belgium,GDELT,Biden hikes tariffs on China EVs,negative,2024-05-01,avg_shock,-0.08215523751899476,-0.11554318356501628
Brazil,GDELT,Biden hikes tariffs on China EVs,negative,2024-05-01,avg_shock,-0.37454008494443625,-0.4757889876144564
Canada,GDELT,Biden hikes tariffs on China EVs,negative,2024-05-01,avg_shock,-0.34409832229922854,-0.4644910147460388
France,GDELT,Biden hikes tariffs on China EVs,negative,2024-05-01,avg_shock,-0.7200039105162557,-0.6644629946564926
Germany,GDELT,Biden hikes tariffs on China EVs,negative,2024-05-01,avg_shock,-0.5376424971792926,-0.4941856405423285
India,GDELT,Biden hikes tariffs on China EVs,negative,2024-05-01,avg_shock,0.5272750398597582,0.712199090193795
Indonesia,GDELT,Biden hikes tariffs on China EVs,negative,2024-05-01,avg_shock,-0.41057788151636787,-0.5100136648870319
Iran,GDELT,Biden hikes tariffs on China EVs,negative,2024-05-01,avg_shock,1.4218438069513597,1.6166420231840455
Italy,GDELT,Biden hikes tariffs on China EVs,negative,2024-05-01,avg_shock,-0.8518799788912668,-1.1613836127042558
Japan,GDELT,Biden hikes tariffs on China EVs,negative,2024-05-01,avg_shock,-0.06793223910349137,-0.06202339913897135
Malaysia,GDELT,Biden hikes tariffs on China EVs,negative,2024-05-01,avg_shock,-0.17000867163144326,-0.13770920491216357
Mexico,GDELT,Biden hikes tariffs on China EVs,negative,2024-05-01,avg_shock,0.7268518331718807,0.9953427126900614
Netherlands,GDELT,Biden hikes tariffs on China EVs,negative,2024-05-01,avg_shock,-0.42478669214902165,-0.7256276524727497
Philippines,GDELT,Biden hikes tariffs on China EVs,negative,2024-05-01,avg_shock,-0.23020022513316132,-0.36100691788877803
Russia,GDELT,Biden hikes tariffs on China EVs,negative,2024-05-01,avg_shock,0.41651509716476354,0.3340992423375264
Saudi Arabia,GDELT,Biden hikes tariffs on China EVs,negative,2024-05-01,avg_shock,0.3622691739466033,0.5260677499665654
Singapore,GDELT,Biden hikes tariffs on China EVs,negative,2024-05-01,avg_shock,-0.09585791909410825,-0.09170774563326282
South Korea,GDELT,Biden hikes tariffs on China EVs,negative,2024-05-01,avg_shock,0.20002702331459124,0.19442076793635493
Spain,GDELT,Biden hikes tariffs on China EVs,negative,2024-05-01,avg_shock,0.05938299428062361,0.08571446419315976
Thailand,GDELT,Biden hikes tariffs on China EVs,negative,2024-05-01,avg_shock,-0.14424504799130425,-0.1631992666392698
United Arab Emirates,GDELT,Biden hikes tariffs on China EVs,negative,2024-05-01,avg_shock,-0.17599506361488432,-0.21889584776160628
United Kingdom,GDELT,Biden hikes tariffs on China EVs,negative,2024-05-01,avg_shock,0.136734163923474,0.1292887691980899
Vietnam,GDELT,Biden hikes tariffs on China EVs,negative,2024-05-01,avg_shock,-0.7081565233741008,-0.9521390640970432
Australia,GDELT,US-China reciprocal tariff war escalates in April 2025,negative,2025-04-01,avg_shock,0.31425474435929,0.3244264783952671
Belgium,GDELT,US-China reciprocal tariff war escalates in April 2025,negative,2025-04-01,avg_shock,0.21259138511799952,0.29898867286885844
Brazil,GDELT,US-China reciprocal tariff war escalates in April 2025,negative,2025-04-01,avg_shock,-0.5441867088585969,-0.6912959485217337
Canada,GDELT,US-China reciprocal tariff war escalates in April 2025,negative,2025-04-01,avg_shock,0.07394668087886891,0.09981905348744655
France,GDELT,US-China reciprocal tariff war escalates in April 2025,negative,2025-04-01,avg_shock,-0.9056208365911199,-0.835761478952506
Germany,GDELT,US-China reciprocal tariff war escalates in April 2025,negative,2025-04-01,avg_shock,-0.5376993878762245,-0.49423793284744166
India,GDELT,US-China reciprocal tariff war escalates in April 2025,negative,2025-04-01,avg_shock,-0.34062471963583324,-0.4600874251257569
Indonesia,GDELT,US-China reciprocal tariff war escalates in April 2025,negative,2025-04-01,avg_shock,0.06550085843229826,0.08136418050316076
Iran,GDELT,US-China reciprocal tariff war escalates in April 2025,negative,2025-04-01,avg_shock,-0.11641059337317534,-0.13235930435592722
Italy,GDELT,US-China reciprocal tariff war escalates in April 2025,negative,2025-04-01,avg_shock,0.2322138019129596,0.3165813387661342
Japan,GDELT,US-China reciprocal tariff war escalates in April 2025,negative,2025-04-01,avg_shock,-0.537357246769401,-0.49061717141139166
Malaysia,GDELT,US-China reciprocal tariff war escalates in April 2025,negative,2025-04-01,avg_shock,0.499085841602056,0.4042659340279538
Mexico,GDELT,US-China reciprocal tariff war escalates in April 2025,negative,2025-04-01,avg_shock,-0.11788283470999579,-0.16142742595531853
Netherlands,GDELT,US-China reciprocal tariff war escalates in April 2025,negative,2025-04-01,avg_shock,0.028787376682200185,0.04917507292207159
Philippines,GDELT,US-China reciprocal tariff war escalates in April 2025,negative,2025-04-01,avg_shock,-0.3139248211391526,-0.4923063479311332
Russia,GDELT,US-China reciprocal tariff war escalates in April 2025,negative,2025-04-01,avg_shock,-0.30402972305303394,-0.24387135259091347
Saudi Arabia,GDELT,US-China reciprocal tariff war escalates in April 2025,negative,2025-04-01,avg_shock,0.05943693861763873,0.0863111156349472
Singapore,GDELT,US-China reciprocal tariff war escalates in April 2025,negative,2025-04-01,avg_shock,0.29229586987495865,0.279640905388625
South Korea,GDELT,US-China reciprocal tariff war escalates in April 2025,negative,2025-04-01,avg_shock,0.1508865210471839,0.14665755060055707
Spain,GDELT,US-China reciprocal tariff war escalates in April 2025,negative,2025-04-01,avg_shock,0.24256968524803146,0.35012937377801895
Thailand,GDELT,US-China reciprocal tariff war escalates in April 2025,negative,2025-04-01,avg_shock,0.10035705071053261,0.11354425892683867
United Arab Emirates,GDELT,US-China reciprocal tariff war escalates in April 2025,negative,2025-04-01,avg_shock,-0.6204148840209273,-0.7716480179174414
United Kingdom,GDELT,US-China reciprocal tariff war escalates in April 2025,negative,2025-04-01,avg_shock,0.2552072517406988,0.24131080719847445
Vietnam,GDELT,US-China reciprocal tariff war escalates in April 2025,negative,2025-04-01,avg_shock,0.3347245859154817,0.4500478968199431
Australia,GDELT,China-US economic and trade talks held in Madrid,positive,2025-09-01,avg_shock,-0.13428905069368902,-0.1386356915387938
Belgium,GDELT,China-US economic and trade talks held in Madrid,positive,2025-09-01,avg_shock,0.04497464397689886,0.06325237077663637
Brazil,GDELT,China-US economic and trade talks held in Madrid,positive,2025-09-01,avg_shock,0.6136542265624212,0.7795425241193635
Canada,GDELT,China-US economic and trade talks held in Madrid,positive,2025-09-01,avg_shock,0.635984859046747,0.858502449439005
France,GDELT,China-US economic and trade talks held in Madrid,positive,2025-09-01,avg_shock,-0.40689435152321746,-0.3755066262460592
Germany,GDELT,China-US economic and trade talks held in Madrid,positive,2025-09-01,avg_shock,0.1751045405712595,0.16095109668241253
India,GDELT,China-US economic and trade talks held in Madrid,positive,2025-09-01,avg_shock,-0.2732639579707982,-0.369102133682113
Indonesia,GDELT,China-US economic and trade talks held in Madrid,positive,2025-09-01,avg_shock,-0.16824299079053132,-0.2089889109655152
Iran,GDELT,China-US economic and trade talks held in Madrid,positive,2025-09-01,avg_shock,0.8256566857199644,0.9387749120768359
Italy,GDELT,China-US economic and trade talks held in Madrid,positive,2025-09-01,avg_shock,-0.6043400003040419,-0.8239078159440878
Japan,GDELT,China-US economic and trade talks held in Madrid,positive,2025-09-01,avg_shock,0.11190696493528504,0.10217314259343066
Malaysia,GDELT,China-US economic and trade talks held in Madrid,positive,2025-09-01,avg_shock,0.4491357539141364,0.36380572223529817
Mexico,GDELT,China-US economic and trade talks held in Madrid,positive,2025-09-01,avg_shock,0.3537641357533724,0.4844406225084814
Netherlands,GDELT,China-US economic and trade talks held in Madrid,positive,2025-09-01,avg_shock,-0.5574258684171834,-0.952204086904977
Philippines,GDELT,China-US economic and trade talks held in Madrid,positive,2025-09-01,avg_shock,-0.1783607229262122,-0.2797106511027932
Russia,GDELT,China-US economic and trade talks held in Madrid,positive,2025-09-01,avg_shock,-0.023805453578146868,-0.019095067761286555
Saudi Arabia,GDELT,China-US economic and trade talks held in Madrid,positive,2025-09-01,avg_shock,-0.5221809704848345,-0.7582830336505646
Singapore,GDELT,China-US economic and trade talks held in Madrid,positive,2025-09-01,avg_shock,1.236136466069811,1.1826178751808347
South Korea,GDELT,China-US economic and trade talks held in Madrid,positive,2025-09-01,avg_shock,0.7581099124339472,0.7368619945104143
Spain,GDELT,China-US economic and trade talks held in Madrid,positive,2025-09-01,avg_shock,-0.1344598789366839,-0.1940817673166002
Thailand,GDELT,China-US economic and trade talks held in Madrid,positive,2025-09-01,avg_shock,-0.1068358906354315,-0.1208744372528252
United Arab Emirates,GDELT,China-US economic and trade talks held in Madrid,positive,2025-09-01,avg_shock,0.18917138282527135,0.23528404357058985
United Kingdom,GDELT,China-US economic and trade talks held in Madrid,positive,2025-09-01,avg_shock,-0.5908023458105954,-0.5586322096644847
Vietnam,GDELT,China-US economic and trade talks held in Madrid,positive,2025-09-01,avg_shock,-0.17978595655549814,-0.24172796092723853
Australia,ICEWS,Financial Crisis Cooperation,positive,2008-09-01,avg_shock,0.1637820366202462,0.23608644480615582
Belgium,ICEWS,Financial Crisis Cooperation,positive,2008-09-01,avg_shock,-0.26381223992214203,-0.5249999509804292
Brazil,ICEWS,Financial Crisis Cooperation,positive,2008-09-01,avg_shock,0.32814343820763336,0.5570159432113746
Canada,ICEWS,Financial Crisis Cooperation,positive,2008-09-01,avg_shock,0.6919771061466262,1.565461876505414
France,ICEWS,Financial Crisis Cooperation,positive,2008-09-01,avg_shock,-0.06788601121317836,-0.08351351806733602
Germany,ICEWS,Financial Crisis Cooperation,positive,2008-09-01,avg_shock,0.4180709244050277,0.6176157812566268
India,ICEWS,Financial Crisis Cooperation,positive,2008-09-01,avg_shock,-0.03331120992643687,-0.055283827683587985
Indonesia,ICEWS,Financial Crisis Cooperation,positive,2008-09-01,avg_shock,0.38104468116557516,0.7288748651603213
Iran,ICEWS,Financial Crisis Cooperation,positive,2008-09-01,avg_shock,0.739386997897945,1.021159654378289
Italy,ICEWS,Financial Crisis Cooperation,positive,2008-09-01,avg_shock,-0.31110166976716264,-0.6151243387780851
Japan,ICEWS,Financial Crisis Cooperation,positive,2008-09-01,avg_shock,-0.5125064851978619,-0.4745398177668961
Malaysia,ICEWS,Financial Crisis Cooperation,positive,2008-09-01,avg_shock,0.2066659176229675,0.35208372324604476
Mexico,ICEWS,Financial Crisis Cooperation,positive,2008-09-01,avg_shock,-1.8490706867194113,-3.8423507445618297
Netherlands,ICEWS,Financial Crisis Cooperation,positive,2008-09-01,avg_shock,0.21667480918686002,0.5605080951848974
Philippines,ICEWS,Financial Crisis Cooperation,positive,2008-09-01,avg_shock,-0.8752613106917817,-1.5459945328159352
Russia,ICEWS,Financial Crisis Cooperation,positive,2008-09-01,avg_shock,-0.26465846599249904,-0.17409887515153422
Saudi Arabia,ICEWS,Financial Crisis Cooperation,positive,2008-09-01,avg_shock,-0.731846255425112,-1.26141291687545
Singapore,ICEWS,Financial Crisis Cooperation,positive,2008-09-01,avg_shock,0.2209359406760738,0.3717227047929068
South Korea,ICEWS,Financial Crisis Cooperation,positive,2008-09-01,avg_shock,-0.36657200720701827,-0.43154242226692985
Spain,ICEWS,Financial Crisis Cooperation,positive,2008-09-01,avg_shock,0.24712074757584568,0.5262620155704353
Thailand,ICEWS,Financial Crisis Cooperation,positive,2008-09-01,avg_shock,0.20461110242183428,0.371667797350478
United Arab Emirates,ICEWS,Financial Crisis Cooperation,positive,2008-09-01,avg_shock,0.5004556048294523,1.0615000697363408
United Kingdom,ICEWS,Financial Crisis Cooperation,positive,2008-09-01,avg_shock,0.40131564548164733,0.5511452203637216
Vietnam,ICEWS,Financial Crisis Cooperation,positive,2008-09-01,avg_shock,0.43531487422036585,0.7195917760201603
Australia,ICEWS,Pivot to Asia announced,negative,2011-10-01,avg_shock,-0.7846290742741754,-1.1310171277601293
Belgium,ICEWS,Pivot to Asia announced,negative,2011-10-01,avg_shock,-0.07003576833423707,-0.1393747877399569
Brazil,ICEWS,Pivot to Asia announced,negative,2011-10-01,avg_shock,-0.26740739471929414,-0.4539179055502412
Canada,ICEWS,Pivot to Asia announced,negative,2011-10-01,avg_shock,0.4745842042432433,1.0736532644434496
France,ICEWS,Pivot to Asia announced,negative,2011-10-01,avg_shock,0.3801318443121641,0.4676390184163738
Germany,ICEWS,Pivot to Asia announced,negative,2011-10-01,avg_shock,1.9693194419054934,2.9092737491545555
India,ICEWS,Pivot to Asia announced,negative,2011-10-01,avg_shock,0.24468965713484755,0.4060909486888197
Indonesia,ICEWS,Pivot to Asia announced,negative,2011-10-01,avg_shock,0.6560758618837405,1.2549636013884213
Iran,ICEWS,Pivot to Asia announced,negative,2011-10-01,avg_shock,-0.8157832656890858,-1.1266697412951276
Italy,ICEWS,Pivot to Asia announced,negative,2011-10-01,avg_shock,-0.6319281863679661,-1.2494770860142108
Japan,ICEWS,Pivot to Asia announced,negative,2011-10-01,avg_shock,0.18102144333411757,0.16761130875935915
Malaysia,ICEWS,Pivot to Asia announced,negative,2011-10-01,avg_shock,-0.36062427577733425,-0.6143728930680808
Mexico,ICEWS,Pivot to Asia announced,negative,2011-10-01,avg_shock,-0.037809898531477155,-0.0785685981707817
Netherlands,ICEWS,Pivot to Asia announced,negative,2011-10-01,avg_shock,-1.4739843979583243,-3.8129960300063375
Philippines,ICEWS,Pivot to Asia announced,negative,2011-10-01,avg_shock,-1.19692918377142,-2.1141640235599066
Russia,ICEWS,Pivot to Asia announced,negative,2011-10-01,avg_shock,-0.0963163122917169,-0.0633592489318178
Saudi Arabia,ICEWS,Pivot to Asia announced,negative,2011-10-01,avg_shock,1.018681011297568,1.7558023646374827
Singapore,ICEWS,Pivot to Asia announced,negative,2011-10-01,avg_shock,-0.49221997177283444,-0.82815561243947855
South Korea,ICEWS,Pivot to Asia announced,negative,2011-10-01,avg_shock,-0.9048472431755774,-1.0652203753273017
Spain,ICEWS,Pivot to Asia announced,negative,2011-10-01,avg_shock,0.64018625938366025,1.3633242635782343
Thailand,ICEWS,Pivot to Asia announced,negative,2011-10-01,avg_shock,1.7429852584978691,3.166062272147397
United Arab Emirates,ICEWS,Pivot to Asia announced,negative,2011-10-01,avg_shock,-0.08912258539156086,-0.18903501068883913
United Kingdom,ICEWS,Pivot to Asia announced,negative,2011-10-01,avg_shock,1.036918701887946,1.4240481099743996
Vietnam,ICEWS,Pivot to Asia announced,negative,2011-10-01,avg_shock,0.7227061370035728,1.194660287219609
Australia,ICEWS,South China Sea Arbitration Ruling,negative,2016-07-01,avg_shock,0.28110025223616014,0.4051968125077338
Belgium,ICEWS,South China Sea Arbitration Ruling,negative,2016-07-01,avg_shock,0.7007549631978987,1.3945384847828335
Brazil,ICEWS,South China Sea Arbitration Ruling,negative,2016-07-01,avg_shock,0.5042681407268582,0.8559835770986418
Canada,ICEWS,South China Sea Arbitration Ruling,negative,2016-07-01,avg_shock,0.3486681964662569,0.7887931035136977
France,ICEWS,South China Sea Arbitration Ruling,negative,2016-07-01,avg_shock,0.34487311834759543,0.4242636573478531
Germany,ICEWS,South China Sea Arbitration Ruling,negative,2016-07-01,avg_shock,0.4950718617026449,0.7313691931071172
India,ICEWS,South China Sea Arbitration Ruling,negative,2016-07-01,avg_shock,0.08612748351233201,0.14293857736875512
Indonesia,ICEWS,South China Sea Arbitration Ruling,negative,2016-07-01,avg_shock,1.3516046621603193,2.585394087823752
Iran,ICEWS,South China Sea Arbitration Ruling,negative,2016-07-01,avg_shock,-0.17632640072117264,-0.24352254899003914
Italy,ICEWS,South China Sea Arbitration Ruling,negative,2016-07-01,avg_shock,0.20152166917737865,0.39845778904037055
Japan,ICEWS,South China Sea Arbitration Ruling,negative,2016-07-01,avg_shock,-0.5145871087786001,-0.47646630799357864
Malaysia,ICEWS,South China Sea Arbitration Ruling,negative,2016-07-01,avg_shock,0.7834564722671384,1.3347255073778566
Mexico,ICEWS,South China Sea Arbitration Ruling,negative,2016-07-01,avg_shock,0.024296074304082413,0.050487004019217845
Netherlands,ICEWS,South China Sea Arbitration Ruling,negative,2016-07-01,avg_shock,-2.5506616653763095,-6.598212855875972
Philippines,ICEWS,South China Sea Arbitration Ruling,negative,2016-07-01,avg_shock,1.0517267714865526,1.8576896052325775
Russia,ICEWS,South China Sea Arbitration Ruling,negative,2016-07-01,avg_shock,-0.07693913184248644,-0.05061246107763706
Saudi Arabia,ICEWS,South China Sea Arbitration Ruling,negative,2016-07-01,avg_shock,0.13108975867294234,0.2259467936528313
Singapore,ICEWS,South China Sea Arbitration Ruling,negative,2016-07-01,avg_shock,-0.504140309303558,-0.8482114715966883
South Korea,ICEWS,South China Sea Arbitration Ruling,negative,2016-07-01,avg_shock,-0.5329970343433673,-0.6274642546061355
Spain,ICEWS,South China Sea Arbitration Ruling,negative,2016-07-01,avg_shock,-0.6475221617976985,-1.3789466134954742
Thailand,ICEWS,South China Sea Arbitration Ruling,negative,2016-07-01,avg_shock,-0.08675480737517818,-0.15758660104485475
United Arab Emirates,ICEWS,South China Sea Arbitration Ruling,negative,2016-07-01,avg_shock,-0.01961008374969253,-0.041594309399187956
United Kingdom,ICEWS,South China Sea Arbitration Ruling,negative,2016-07-01,avg_shock,0.20435472257020107,0.28064973262666226
Vietnam,ICEWS,South China Sea Arbitration Ruling,negative,2016-07-01,avg_shock,0.2924697734657797,0.48346347938920986
Australia,ICEWS,Steel/aluminum tariffs imposed,negative,2018-03-01,avg_shock,0.34954033843015964,0.5038509565469392
Belgium,ICEWS,Steel/aluminum tariffs imposed,negative,2018-03-01,avg_shock,0.533440456558586,1.0615739953039607
Brazil,ICEWS,Steel/aluminum tariffs imposed,negative,2018-03-01,avg_shock,-1.2195073902642126,-2.070085761737657
Canada,ICEWS,Steel/aluminum tariffs imposed,negative,2018-03-01,avg_shock,-0.3476138749064426,-0.786407908696115
France,ICEWS,Steel/aluminum tariffs imposed,negative,2018-03-01,avg_shock,0.11718730470571113,0.14416407613153398
Germany,ICEWS,Steel/aluminum tariffs imposed,negative,2018-03-01,avg_shock,1.3954918780835661,2.0615588317853715
India,ICEWS,Steel/aluminum tariffs imposed,negative,2018-03-01,avg_shock,0.4418141093373601,0.7332419069353576
Indonesia,ICEWS,Steel/aluminum tariffs imposed,negative,2018-03-01,avg_shock,-0.37818845188132266,-0.7234113753457978
Iran,ICEWS,Steel/aluminum tariffs imposed,negative,2018-03-01,avg_shock,0.8865910513272303,1.2244616339238912
Italy,ICEWS,Steel/aluminum tariffs imposed,negative,2018-03-01,avg_shock,-0.07658785160785418,-0.15143297563775424
Japan,ICEWS,Steel/aluminum tariffs imposed,negative,2018-03-01,avg_shock,0.07557216879724864,0.06997375495736481
Malaysia,ICEWS,Steel/aluminum tariffs imposed,negative,2018-03-01,avg_shock,0.2394813086211027,0.40798924059156255
Mexico,ICEWS,Steel/aluminum tariffs imposed,negative,2018-03-01,avg_shock,0.04260109252492494,0.0885246522796301
Netherlands,ICEWS,Steel/aluminum tariffs imposed,negative,2018-03-01,avg_shock,-0.4823887028737986,-1.2478735945410642
Philippines,ICEWS,Steel/aluminum tariffs imposed,negative,2018-03-01,avg_shock,-0.13622018287723597,-0.24060889635455812
Russia,ICEWS,Steel/aluminum tariffs imposed,negative,2018-03-01,avg_shock,0.43391002324149425,0.2854367294846381
Saudi Arabia,ICEWS,Steel/aluminum tariffs imposed,negative,2018-03-01,avg_shock,2.5767299375699397,4.441261265540481
Singapore,ICEWS,Steel/aluminum tariffs imposed,negative,2018-03-01,avg_shock,0.5135080998750342,0.8639726937794935
South Korea,ICEWS,Steel/aluminum tariffs imposed,negative,2018-03-01,avg_shock,-0.11775620653986542,-0.13862705718955795
Spain,ICEWS,Steel/aluminum tariffs imposed,negative,2018-03-01,avg_shock,-0.8762867791152872,-1.86611788414649
Thailand,ICEWS,Steel/aluminum tariffs imposed,negative,2018-03-01,avg_shock,-0.8311165759700382,-1.5096896672567472
United Arab Emirates,ICEWS,Steel/aluminum tariffs imposed,negative,2018-03-01,avg_shock,0.1990216403422908,0.4221383136959321
United Kingdom,ICEWS,Steel/aluminum tariffs imposed,negative,2018-03-01,avg_shock,-0.5382226682216246,-0.7391659269245289
Vietnam,ICEWS,Steel/aluminum tariffs imposed,negative,2018-03-01,avg_shock,0.22387562339806258,0.3700747826206381
Australia,ICEWS,US bans ZTE from tech exports,negative,2018-04-01,avg_shock,0.3402841462014304,0.49050845842677027
Belgium,ICEWS,US bans ZTE from tech exports,negative,2018-04-01,avg_shock,0.4521241780362773,0.8997504110353827
Brazil,ICEWS,US bans ZTE from tech exports,negative,2018-04-01,avg_shock,0.154453590287346,0.26218141903496367
Canada,ICEWS,US bans ZTE from tech exports,negative,2018-04-01,avg_shock,0.29525028531101516,0.6679456033676964
France,ICEWS,US bans ZTE from tech exports,negative,2018-04-01,avg_shock,-0.21451355480903433,-0.26389503986286744
Germany,ICEWS,US bans ZTE from tech exports,negative,2018-04-01,avg_shock,1.005328624231271,1.4851710258441957
India,ICEWS,US bans ZTE from tech exports,negative,2018-04-01,avg_shock,0.08827664294293817,0.14650535743734389
Indonesia,ICEWS,US bans ZTE from tech exports,negative,2018-04-01,avg_shock,0.16345606656774128,0.3126641687131423
Iran,ICEWS,US bans ZTE from tech exports,negative,2018-04-01,avg_shock,0.4410954987195128,0.6091923827451559
Italy,ICEWS,US bans ZTE from tech exports,negative,2018-04-01,avg_shock,0.41070228863708735,0.8120592021303273
Japan,ICEWS,US bans ZTE from tech exports,negative,2018-04-01,avg_shock,-0.0509843613644845,-0.04720742127101759
Malaysia,ICEWS,US bans ZTE from tech exports,negative,2018-04-01,avg_shock,0.34483943885675833,0.5874812593737093
Mexico,ICEWS,US bans ZTE from tech exports,negative,2018-04-01,avg_shock,0.2581649492098915,0.5364642314330947
Netherlands,ICEWS,US bans ZTE from tech exports,negative,2018-04-01,avg_shock,-0.2621329528293072,-0.6781020951486675
Philippines,ICEWS,US bans ZTE from tech exports,negative,2018-04-01,avg_shock,-0.05828216971730815,-0.10294516008298508
Russia,ICEWS,US bans ZTE from tech exports,negative,2018-04-01,avg_shock,0.28804246886893226,0.18948144975408907
Saudi Arabia,ICEWS,US bans ZTE from tech exports,negative,2018-04-01,avg_shock,2.09701925226641,3.614430151328451
