db,country,ally,category,event,col,archive,full_repl
GDELT,South Korea,US Ally,Economic sanction / tariff barrier,Kimchi import dispute with South Korea,shock,-0.34102775844114763,-0.33146960638145506
GDELT,South Korea,US Ally,Security threat,ROKS Cheonan sinking,shock,-1.355456016578937,-1.3174659867470329
GDELT,South Korea,US Ally,Security threat,Yeonpyeong Island shelling,shock,0.7064352471300932,0.6866356403671112
GDELT,South Korea,US Ally,Sovereignty dispute,China declares East China Sea ADIZ covering Ieodo/Suyan Rock,shock,-0.40933342582647736,-0.3978608373631556
GDELT,South Korea,US Ally,Economic win-win cooperation,South Korea announces decision to join AIIB as founding member,shock,0.15573420350910497,0.15136936469117623
GDELT,South Korea,US Ally,Economic win-win cooperation,China-South Korea FTA enters into force,shock,-1.5209260771603041,-1.4782983368745857
GDELT,South Korea,US Ally,Security threat,THAAD deployment announced,shock,-0.4528174473889073,-0.4401261109498768
GDELT,South Korea,US Ally,Diplomatic protest / friction,China restricts K-pop and Hallyu over THAAD,shock,-2.323636613621664,-2.25851091187238
GDELT,South Korea,US Ally,Diplomatic protest / friction,Lotte stores closed in China amid THAAD retaliation,shock,0.8086936631960331,0.7860280097082644
GDELT,South Korea,US Ally,Strategic partnership upgrade,THAAD 'Three Noes' and bilateral relations normalization,shock,2.0018296865584544,1.9457234252113025
GDELT,South Korea,US Ally,Negative strategic positioning,US-Japan-South Korea Camp David summit criticizes China,shock,0.5908591746285975,0.5742988750718118
GDELT,South Korea,US Ally,High-level visit,First vice-ministerial China-ROK 2+2 diplomatic and security dialogue,shock,-1.701185919724616,-1.6535059485197443
GDELT,Spain,Non-Ally,Strategic partnership upgrade,China-Spain comprehensive strategic partnership established,shock,0.17686682636094367,0.25529270523867087
GDELT,Spain,Non-Ally,Strategic partnership upgrade,Joint statement on deepening comprehensive strategic partnership,shock,0.26517229018146027,0.3827543734889325
GDELT,Spain,Non-Ally,Economic win-win cooperation,China-Spain business deals worth over $4 billion signed,shock,0.1302589778954704,0.18801811245651523
GDELT,Spain,Non-Ally,Economic win-win cooperation,Yiwu-Madrid China-Europe freight train launched,shock,-1.2063911498334616,-1.7413263219211856
GDELT,Spain,Non-Ally,Pandemic / crisis aid,China sends COVID-19 medical aid to Spain,shock,0.6193836937421574,0.8940293779765203
GDELT,Spain,Non-Ally,Tech control / export restriction,Spain passes 5G cybersecurity law enabling Huawei/ZTE restrictions,shock,-0.07211223244952976,-0.10408807169565182
GDELT,Spain,Non-Ally,Cultural / people-to-people cooperation,50th anniversary of China-Spain diplomatic relations,shock,-0.48336198457171287,-0.6976932372779578
GDELT,Spain,Non-Ally,Strategic partnership upgrade,China-Spain Action Plan 2025-2028 released,shock,-0.38935749569581896,-0.5620054954697237
GDELT,Thailand,Non-Ally,Economic win-win cooperation,China-Thailand Early Harvest FTA on fruits and vegetables takes effect,shock,0.5932946626766962,0.6712553061486504
GDELT,Thailand,Non-Ally,Pandemic / crisis aid,China donates flood relief aid to Thailand,shock,2.2019026921371485,2.4912391071441125
GDELT,Thailand,Non-Ally,Economic win-win cooperation,China-Thailand railway cooperation MoU signed,shock,1.3170091706720881,1.490068004440852
GDELT,Thailand,Non-Ally,Economic win-win cooperation,China-Thailand railway project launching ceremony held,shock,-0.905535270626806,-1.0245252377135088
GDELT,Thailand,Non-Ally,Military / security cooperation,Thailand approves purchase of Chinese S26T submarine,shock,-0.029450620266620098,-0.0333205173870077
GDELT,Thailand,Non-Ally,Pandemic / disaster shock,COVID-19 pandemic travel restrictions disrupt China-Thailand tourism,shock,-0.47893552711596615,-0.5418690477161459
GDELT,Thailand,Non-Ally,Pandemic / crisis aid,First batch of China's Sinovac COVID-19 vaccines arrives in Thailand,shock,-0.10806756578484489,-0.1222679580975351
GDELT,Thailand,Non-Ally,Cultural / people-to-people cooperation,Thailand announces five-month visa exemption for Chinese tourists,shock,0.016522172080185832,0.018693233523945363
GDELT,Thailand,Non-Ally,Cultural / people-to-people cooperation,China-Thailand mutual visa exemption agreement signed,shock,-0.1770066257187129,-0.20026581092286178
GDELT,Thailand,Non-Ally,Strategic partnership upgrade,50th anniversary joint statement on China-Thailand community with shared future,shock,0.31895886205187823,0.3608709837865671
GDELT,United Arab Emirates,Non-Ally,Cultural / people-to-people cooperation,China-UAE criminal judicial assistance treaty signed,shock,-0.8452216862917051,-1.0512540168295383
GDELT,United Arab Emirates,Non-Ally,Strategic partnership upgrade,China-UAE strategic partnership established,shock,0.6613441984054189,0.8225543148696073
GDELT,United Arab Emirates,Non-Ally,Economic win-win cooperation,Central banks renew currency swap and sign RMB clearing MOU,shock,-0.7230331387225369,-0.8992806309995824
GDELT,United Arab Emirates,Non-Ally,Economic win-win cooperation,CNPC awarded 8% stake in Abu Dhabi onshore oil concession,shock,1.044376394196386,1.2989549337024324
GDELT,United Arab Emirates,Non-Ally,Cultural / people-to-people cooperation,China-UAE comprehensive mutual visa exemption arrangement reached,shock,-0.8514215022795908,-1.058965107974707
GDELT,United Arab Emirates,Non-Ally,Economic win-win cooperation,CNPC acquires 10% stakes in two Abu Dhabi offshore concessions,shock,-0.5759086670727325,-0.7162929080101819
GDELT,United Arab Emirates,Non-Ally,Tech control / export restriction,US raises security concerns over UAE Huawei 5G contract,shock,1.1013401606179287,1.3698042614416632
GDELT,United Arab Emirates,Non-Ally,Pandemic / crisis aid,Sinopharm COVID-19 vaccine phase 3 clinical trial launched in UAE,shock,-3.6658721371850094,-4.5594698667838065
GDELT,United Arab Emirates,Non-Ally,Military / security cooperation,Falcon Shield-2023 China-UAE air force joint training,shock,-0.06450841697461175,-0.08023307206113373
GDELT,United Arab Emirates,Non-Ally,Cultural / people-to-people cooperation,40th anniversary of China-UAE diplomatic relations,shock,0.20643862116896056,0.2567603662475393
GDELT,United Kingdom,US Ally,Strategic partnership upgrade,UK-China Comprehensive Strategic Partnership established,shock,0.8317762412473669,0.7864846896586288
GDELT,United Kingdom,US Ally,Economic win-win cooperation,First UK-China Economic and Financial Dialogue held,shock,-1.3469631078974227,-1.2736188043886139
GDELT,United Kingdom,US Ally,Cultural / people-to-people cooperation,China-UK High-Level People-to-People Exchange Mechanism launched,shock,-1.5027160875546821,-1.420890784272824
GDELT,United Kingdom,US Ally,Economic win-win cooperation,Bank of England and PBOC sign sterling/RMB currency swap line,shock,-0.3132565049110013,-0.29619918534701895
GDELT,United Kingdom,US Ally,Economic win-win cooperation,UK joins AIIB as founding member,shock,0.8092071346215275,0.7651445071188185
GDELT,United Kingdom,US Ally,Economic win-win cooperation,UK government approves Hinkley Point C nuclear project with CGN investment,shock,-0.2203484723905845,-0.2083501443428737
GDELT,United Kingdom,US Ally,Sovereignty dispute,Hong Kong extradition bill protests begin,shock,0.12348186156362936,0.1167580759756982
GDELT,United Kingdom,US Ally,Sovereignty dispute,Hong Kong National Security Law enacted,shock,-0.3154286099300091,-0.29825301576085533
GDELT,United Kingdom,US Ally,Tech control / export restriction,UK bans Huawei 5G,shock,-0.7054507307724074,-0.6670378060197404
GDELT,United Kingdom,US Ally,Sovereignty dispute,UK opens BNO visa route for Hong Kong residents,shock,0.359704190446267,0.3401177198422847
GDELT,United Kingdom,US Ally,Diplomatic protest / friction,UK sanctions Chinese officials over Xinjiang; China retaliates,shock,0.1678937104917102,0.15875162843517465
GDELT,United Kingdom,US Ally,Economic sanction / tariff barrier,UK buys out CGN from Sizewell C nuclear project,shock,0.1430606834624542,0.13527079959219246
GDELT,United Kingdom,US Ally,Negative strategic positioning,Integrated Review Refresh labels China 'epoch-defining challenge',shock,0.2859983111208336,0.2704252439663838
GDELT,United States,Non-Ally,Economic win-win cooperation,Financial Crisis Cooperation,shock,0.4037109891711846,0.2901622310163929
GDELT,United States,Non-Ally,Negative strategic positioning,Pivot to Asia announced,shock,0.5232466360352398,0.37607698417005214
GDELT,United States,Non-Ally,Sovereignty dispute,South China Sea Arbitration Ruling,shock,0.0827656307622553,0.05948676334711262
GDELT,United States,Non-Ally,Economic sanction / tariff barrier,Steel/aluminum tariffs imposed,shock,-0.9473259271363432,-0.6808786777934307
GDELT,United States,Non-Ally,Tech control / export restriction,US bans ZTE from tech exports,shock,-0.6232747175852362,-0.4479709184085614
GDELT,United States,Non-Ally,Economic sanction / tariff barrier,Trade War Begins,shock,-0.5678773139656953,-0.408154726484329
GDELT,United States,Non-Ally,Detention / judicial dispute,Huawei CFO Meng Wanzhou arrested,shock,-0.2904906888203288,-0.20878655428885118
GDELT,United States,Non-Ally,Economic sanction / tariff barrier,US hikes tariffs on $200B goods,shock,0.4755812682364364,0.3418180964169295
GDELT,United States,Non-Ally,Economic win-win cooperation,US-China Phase One deal signed,shock,-2.7327250560835004,-1.9641120016462073
GDELT,United States,Non-Ally,Pandemic / disaster shock,COVID-19 Blame,shock,-1.999094745547538,-1.4368243791730417
GDELT,United States,Non-Ally,Diplomatic protest / friction,Anchorage Talks,shock,0.24107176896994642,0.17326732290095603
GDELT,United States,Non-Ally,Sovereignty dispute,Pelosi visits Taiwan,shock,-0.6766666025605435,-0.4863456688566762
GDELT,United States,Non-Ally,Economic sanction / tariff barrier,Biden hikes tariffs on China EVs,shock,0.3859287946762108,0.2773815008271505
GDELT,United States,Non-Ally,Economic sanction / tariff barrier,US-China reciprocal tariff war escalates in April 2025,shock,0.8275824640308179,0.5948145593118912
GDELT,United States,Non-Ally,Economic win-win cooperation,China-US economic and trade talks held in Madrid,shock,-0.6748505180104386,-0.4850403807696348
GDELT,Vietnam,Non-Ally,Economic win-win cooperation,Joint Development Agreement,shock,0.6820356767910386,0.9170187515699204
GDELT,Vietnam,Non-Ally,Sovereignty dispute,Vietnam says China cut seismic cables,shock,0.9920760120318682,1.3338778849462707
GDELT,Vietnam,Non-Ally,Sovereignty dispute,Vietnam SCS Drills,shock,0.9920760120318682,1.3338778849462707
GDELT,Vietnam,Non-Ally,Sovereignty dispute,Haiyang Shiyou 981 oil rig crisis,shock,-0.6563545351709472,-0.8824896364096266
GDELT,Vietnam,Non-Ally,Economic win-win cooperation,Vietnam signs MoU establishing AIIB as founding member,shock,1.3276211751267013,1.7850290739929728
GDELT,Vietnam,Non-Ally,Sovereignty dispute,South China Sea tribunal ruling,shock,0.8103486013607105,1.0895395769507545
GDELT,Vietnam,Non-Ally,Sovereignty dispute,Haiyang Dizhi 8 at Vanguard Bank,shock,0.36381803635811316,0.4891649701808098
GDELT,Vietnam,Non-Ally,Pandemic / crisis aid,"China donated 500,000 doses of Sinopharm COVID-19 vaccine to Vietnam",shock,1.4680409412215756,1.973827934495271
GDELT,Vietnam,Non-Ally,High-level visit,Foreign Ministry Director-General Liu Jinsong met with Vietnamese Ambassador to China Pham Sao Mai,shock,1.5583517904389086,2.0952537557839004
GDELT,Vietnam,Non-Ally,Strategic partnership upgrade,China-Vietnam joint statement,shock,-0.5066466552870144,-0.6812026102568804
GDELT,Vietnam,Non-Ally,Economic win-win cooperation,Vietnam and China sign updated railway transport protocol at 44th border railway conference,shock,0.8650028317533239,1.1630239353621175
ICEWS,Australia,US Ally,Economic win-win cooperation,China-Australia LNG supply agreement signed,shock,-0.8395953251787679,-1.2102491792608507
ICEWS,Australia,US Ally,Economic win-win cooperation,Australia-China Trade and Economic Framework signed,shock,0.24111524150007746,0.3475597283377181
ICEWS,Australia,US Ally,Economic win-win cooperation,Australia-China Air Services Agreement signed,shock,-1.0216380015706583,-1.4726577385829547
ICEWS,Australia,US Ally,Economic win-win cooperation,FTA Talks Begin,shock,-2.3444636189528585,-3.3794675667595935
ICEWS,Australia,US Ally,Economic win-win cooperation,Australia-China nuclear cooperation agreements signed,shock,0.35718927017756186,0.5148766412927954
ICEWS,Australia,US Ally,Economic win-win cooperation,Australia-China Joint Coordination Group on Clean Coal Technology launched,shock,-0.7385078908028223,-1.0645349514439866
ICEWS,Australia,US Ally,Detention / judicial dispute,Rio Tinto executive Stern Hu detained in Shanghai,shock,1.56132280078241,2.2505957114587676
ICEWS,Australia,US Ally,Economic win-win cooperation,China-Australia FTA,shock,-0.6095456477935984,-0.8786400993921131
ICEWS,Australia,US Ally,Economic win-win cooperation,ChAFTA enters into force,shock,-2.002797951490667,-2.8869676906559665
ICEWS,Australia,US Ally,Policy shift / domestic politics,Foreign Interference Laws,shock,-1.565972145367178,-2.257297589493424
ICEWS,Australia,US Ally,Tech control / export restriction,Australia bans Huawei from 5G,shock,-0.40241630656258487,-0.5800699338515892
ICEWS,Australia,US Ally,Diplomatic protest / friction,Australia calls for COVID inquiry,shock,-0.46233389770393774,-0.6664391802342665
ICEWS,Australia,US Ally,Economic sanction / tariff barrier,China imposes barley tariffs,shock,1.2128371362207468,1.748265032771241
ICEWS,Australia,US Ally,Security threat,AUKUS security pact announced,shock,-0.054439739461546566,-0.07847310248956296
ICEWS,Belgium,Non-Ally,Economic win-win cooperation,Belgium-Luxembourg Economic Union and China sign BIT,shock,0.811902097092247,1.6157270083455357
ICEWS,Belgium,Non-Ally,Pandemic / crisis aid,Belgium provides emergency aid after Wenchuan earthquake,shock,-0.14445073862772673,-0.2874644130273284
ICEWS,Belgium,Non-Ally,Strategic partnership upgrade,China and Belgium establish all-round friendly cooperative partnership,shock,1.6932693017283493,3.3696931600535533
ICEWS,Belgium,Non-Ally,Economic win-win cooperation,China-Belgium industrial investment fund agreement signed,shock,1.6932693017283493,3.3696931600535533
ICEWS,Belgium,Non-Ally,Cultural / people-to-people cooperation,50th anniversary of China-Belgium diplomatic ties,shock,-0.7532431490016007,-1.4989926791072805
ICEWS,Brazil,Non-Ally,Strategic partnership upgrade,COSBAN established,shock,-0.32422759049464767,-0.5503688817335193
ICEWS,Brazil,Non-Ally,Economic win-win cooperation,Brazil recognizes China's market economy status,shock,-0.32422759049464767,-0.5503688817335193
ICEWS,Brazil,Non-Ally,Economic win-win cooperation,China becomes Brazil's largest trading partner,shock,-5.693426472002917,-9.664460559472316
ICEWS,Brazil,Non-Ally,Strategic partnership upgrade,China-Brazil Joint Action Plan 2010-2014 signed,shock,-0.5986817547944489,-1.0162485166601556
ICEWS,Brazil,Non-Ally,Strategic partnership upgrade,Comprehensive strategic partnership established,shock,-0.15948625244299638,-0.27072424735664447
ICEWS,Brazil,Non-Ally,Economic win-win cooperation,BRICS New Development Bank and Contingent Reserve Arrangement established,shock,-0.2494269677995301,-0.4233965441762
ICEWS,Brazil,Non-Ally,Cultural / people-to-people cooperation,Visa facilitation agreement enters into force,shock,-0.4397667985223165,-0.7464940314209714
ICEWS,Brazil,Non-Ally,Economic win-win cooperation,Brazil says no restrictions on Huawei 5G,shock,0.5533962393372414,0.9393773951652662
ICEWS,Brazil,Non-Ally,Economic win-win cooperation,China-Brazil local currency trade settlement agreement,shock,-0.3455629803691941,-0.5865852156016165
ICEWS,Canada,US Ally,Economic win-win cooperation,Canada-China energy cooperation and joint statement,shock,0.12429660362424189,0.28119657807237486
ICEWS,Canada,US Ally,Strategic partnership upgrade,Canada-China strategic partnership announced,shock,-1.736064814481264,-3.9275046212829303
ICEWS,Canada,US Ally,Pandemic / disaster shock,China bans Canadian pork imports over H1N1; Canada protests,shock,0.29827390967019574,0.6747859577972364
ICEWS,Canada,US Ally,Economic win-win cooperation,Canada-China FIPA signed,shock,2.1072173914211176,4.767164205978738
ICEWS,Canada,US Ally,Detention / judicial dispute,China detains Canadians Kovrig and Spavor ('Two Michaels'),shock,-1.750306770926632,-3.959724241938053
ICEWS,Canada,US Ally,Detention / judicial dispute,Meng Wanzhou arrested,shock,-1.750306770926632,-3.959724241938053
ICEWS,Canada,US Ally,Economic sanction / tariff barrier,China suspends canola seed licences of Richardson and Viterra,shock,-1.0328628488697555,-2.3366487116435923
ICEWS,Canada,US Ally,Strategic partnership upgrade,Meng Released / Michaels Freed,shock,1.3680316283099745,3.094902043650988
ICEWS,Canada,US Ally,Tech control / export restriction,Canada bans Huawei and ZTE from 5G networks,shock,-0.8613302273273795,-1.948589948981694
ICEWS,France,Non-Ally,Strategic partnership upgrade,China-France comprehensive strategic partnership established,shock,-0.44112496246159544,-0.5426728845034547
ICEWS,France,Non-Ally,Economic win-win cooperation,Airbus A320 final assembly line MoU signed,shock,-0.01413309364033663,-0.017386562415239837
ICEWS,France,Non-Ally,Economic win-win cooperation,Mega deals on aviation railways and nuclear power signed,shock,-0.2037628096707356,-0.2506694499025848
ICEWS,France,Non-Ally,Diplomatic protest / friction,Olympic torch relay disrupted in Paris,shock,0.6901931424640007,0.8490770991407031
ICEWS,France,Non-Ally,Diplomatic protest / friction,Sarkozy meets Dalai Lama in Poland,shock,-0.270297307515359,-0.3325203332959137
ICEWS,France,Non-Ally,Strategic partnership upgrade,China-France joint communique restores ties,shock,1.3671887517994534,1.6819185644346306
ICEWS,France,Non-Ally,Economic win-win cooperation,Airbus cooperation agreements and aircraft orders,shock,-0.6287293721121342,-0.7734642356945334
ICEWS,France,Non-Ally,Economic win-win cooperation,France applies to join AIIB as founding member,shock,1.163060276648745,1.4307992720663805
ICEWS,France,Non-Ally,Economic win-win cooperation,China-France joint statement on third-party market cooperation,shock,-2.5214998948395686,-3.101954633380956
ICEWS,France,Non-Ally,Economic win-win cooperation,China issues 4 billion euro sovereign bonds in Paris,shock,-1.1580639314753838,-1.4246527574096888
ICEWS,France,Non-Ally,Tech control / export restriction,French limits on Huawei 5G equipment,shock,-1.387966886238642,-1.707479870436888
ICEWS,France,Non-Ally,Diplomatic protest / friction,China announces sanctions on relevant EU entities and personnel (including French MEP Raphaël Glucksmann),shock,1.254332949444285,1.5430831118787964
ICEWS,Germany,Non-Ally,Strategic partnership upgrade,Partnership with Global Responsibility established,shock,0.10346172223662387,0.15284390441709483
ICEWS,Germany,Non-Ally,Strategic partnership upgrade,Joint communiqué on advancing strategic partnership,shock,-0.09518730944381992,-0.1406201222233432
ICEWS,Germany,Non-Ally,Strategic partnership upgrade,Comprehensive strategic partnership established,shock,-1.4790230344657154,-2.1849593301138555
ICEWS,Germany,Non-Ally,Economic win-win cooperation,Germany applies to join AIIB as founding member,shock,0.899831748037444,1.3293205904107566
ICEWS,Germany,Non-Ally,Economic sanction / tariff barrier,Midea acquires Kuka amid technology concerns,shock,-0.7037867741075529,-1.0397035358225692
ICEWS,Germany,Non-Ally,Economic win-win cooperation,BMW to raise stake in BMW Brilliance Automotive JV to 75%,shock,-2.9095550633592064,-4.298282943553488
ICEWS,Germany,Non-Ally,Economic win-win cooperation,EU-China Comprehensive Agreement on Investment concluded,shock,2.207071425068258,3.2605045290404226
ICEWS,Germany,Non-Ally,Economic win-win cooperation,BMW acquires 75% stake in China joint venture as ownership caps lift,shock,1.626854610146711,2.4033507770640425
ICEWS,Germany,Non-Ally,Tech control / export restriction,Germany blocks Elmos Semiconductor fab sale to Chinese-owned Silex,shock,-0.36688499319202306,-0.5419988534818532
ICEWS,Germany,Non-Ally,Negative strategic positioning,German government China strategy released,shock,0.2942386789845747,0.4346785222043308
ICEWS,India,Non-Ally,Strategic partnership upgrade,India-China Declaration on Principles for Relations and Comprehensive Cooperation,shock,0.8822068292785034,1.4641248528295137
ICEWS,India,Non-Ally,Strategic partnership upgrade,India-China Strategic Partnership and Boundary Political Parameters Agreement,shock,-0.5272000244389443,-0.87494976526611
ICEWS,India,Non-Ally,Military / security cooperation,India-China defence ministers MOU,shock,-0.2315571667460753,-0.3842960532973714
ICEWS,India,Non-Ally,Military / security cooperation,China-India Hand-in-Hand 2007 joint anti-terror military training,shock,-0.32175152854495154,-0.5339840882481219
ICEWS,India,Non-Ally,Sovereignty dispute,Depsang Standoff (Daulat Beg Oldi incursion),shock,1.2176311723621793,2.0208005672472575
ICEWS,India,Non-Ally,Sovereignty dispute,Chumar-Demchok Standoff during Xi visit,shock,-0.24518721033876,-0.40691669610685866
ICEWS,India,Non-Ally,Sovereignty dispute,Doklam Standoff,shock,-0.6850263743962243,-1.1368809516215865
ICEWS,India,Non-Ally,Military / security cooperation,Doklam Standoff Disengagement,shock,0.6549408756069877,1.0869505667898138
ICEWS,India,Non-Ally,Sovereignty dispute,India revokes Article 370 in Kashmir; China expresses concern,shock,-0.37663567065804676,-0.6250707062917937
ICEWS,India,Non-Ally,Tech control / export restriction,"India bans 59 Chinese apps (TikTok, WeChat, etc.)",shock,-0.0027061805055584864,-0.004491221336011542
ICEWS,India,Non-Ally,Sovereignty dispute,Galwan Valley Clash,shock,-0.0027061805055584864,-0.004491221336011542
ICEWS,India,Non-Ally,Military / security cooperation,Pangong Tso disengagement agreement,shock,1.2621604707258143,2.0947021175975067
ICEWS,Indonesia,Non-Ally,Strategic partnership upgrade,Strategic Partnership,shock,0.741357678264049,1.4180934795556852
ICEWS,Indonesia,Non-Ally,Detention / judicial dispute,Indonesia detains 75 Chinese fishermen,shock,-0.8740329661148423,-1.6718791569900162
ICEWS,Indonesia,Non-Ally,Strategic partnership upgrade,China-Indonesia strategic partnership,shock,-0.4340540508521252,-0.8302729402215729
ICEWS,Indonesia,Non-Ally,Economic win-win cooperation,Maritime Silk Road,shock,-0.4340540508521252,-0.8302729402215729
ICEWS,Indonesia,Non-Ally,Economic win-win cooperation,Indonesia signs MoU to join AIIB as prospective founding member,shock,-0.12709577005537243,-0.2431129913116496
ICEWS,Indonesia,Non-Ally,Economic win-win cooperation,Jokowi BRI Visit,shock,0.635799175801165,1.2161776858125168
ICEWS,Indonesia,Non-Ally,Economic win-win cooperation,Jakarta-Bandung HSR agreement,shock,-1.6788105650652954,-3.211284357778454
ICEWS,Indonesia,Non-Ally,Sovereignty dispute,Natuna Fishing Dispute,shock,1.4373599140205555,2.749429569030898
ICEWS,Indonesia,Non-Ally,Military / security cooperation,China participates in Indonesia-hosted Komodo-2018 multilateral naval exercise,shock,0.05572059632330614,0.10658419901721383
ICEWS,Indonesia,Non-Ally,Sovereignty dispute,Indonesia deploys ships/jets to Natuna,shock,-1.3969299048917199,-2.6720937107738827
ICEWS,Indonesia,Non-Ally,Pandemic / disaster shock,COVID in Indonesia,shock,0.4310140324248235,0.8244578924573414
ICEWS,Indonesia,Non-Ally,Pandemic / crisis aid,PLA Navy dispatched three salvage ships to assist Indonesia after the sinking of submarine KRI Nanggala-402,shock,1.3168078061541315,2.5188335111167572
ICEWS,Iran,Non-Ally,Economic win-win cooperation,Sinopec signs US$70 billion Yadavaran oil and gas deal,shock,1.6912527632113816,2.335771513506703
ICEWS,Iran,Non-Ally,Economic sanction / tariff barrier,UNSC Resolution 1737 sanctions on Iran (China votes in favour),shock,-1.7733905135425359,-2.449211101946895
ICEWS,Iran,Non-Ally,Economic sanction / tariff barrier,UNSC Resolution 1929 fourth round sanctions on Iran (China votes in favour),shock,1.6792164545032136,2.319148293358978
ICEWS,Iran,Non-Ally,Strategic partnership upgrade,Joint Comprehensive Plan of Action (JCPOA) signed,shock,-0.31076763432952836,-0.4291979314839147
ICEWS,Iran,Non-Ally,Economic sanction / tariff barrier,US withdraws from JCPOA and reimposes sanctions; China opposes unilateral sanctions,shock,-1.1907170804980383,-1.6444869139442593
ICEWS,Iran,Non-Ally,Pandemic / crisis aid,China donates COVID-19 medical supplies to Iran,shock,-0.45224782178004397,-0.6245947395547611
ICEWS,Iran,Non-Ally,Strategic partnership upgrade,China and Iran sign 25-year comprehensive cooperation plan,shock,-1.941254954978508,-2.681046927416498
ICEWS,Iran,Non-Ally,Strategic partnership upgrade,China and Iran launch implementation of comprehensive cooperation plan,shock,0.9978585298883511,1.378131985544952
ICEWS,Iran,Non-Ally,Strategic partnership upgrade,China-brokered Saudi-Iran rapprochement restores diplomatic ties,shock,-0.9261913750340602,-1.2791532270742978
ICEWS,Italy,Non-Ally,Strategic partnership upgrade,Comprehensive strategic partnership established,shock,1.3831727934262552,2.7348720134126654
ICEWS,Italy,Non-Ally,Cultural / people-to-people cooperation,Italy-China cultural cooperation programme,shock,-0.10949653449706975,-0.2165015167916374
ICEWS,Italy,Non-Ally,Economic win-win cooperation,ChemChina agrees to acquire Pirelli,shock,1.7591758621146214,3.4783223432632413
ICEWS,Italy,Non-Ally,Strategic partnership upgrade,Belt and Road Initiative MoU signed,shock,-0.21441274833356505,-0.42394661572529246
ICEWS,Italy,Non-Ally,Economic win-win cooperation,Deals worth 2.5 billion euros signed,shock,-0.21441274833356505,-0.42394661572529246
ICEWS,Italy,Non-Ally,Pandemic / crisis aid,China sends COVID-19 medical aid and experts,shock,-0.0050986123916614,-0.010081207787967728
ICEWS,Italy,Non-Ally,Tech control / export restriction,Italy blocks Fastweb-Huawei 5G core deal (de-facto restriction),shock,-0.20118877609438315,-0.39779957773049635
ICEWS,Italy,Non-Ally,Economic win-win cooperation,Italy and China agree on second round of third-party market cooperation projects,shock,0.9936714388678334,1.964732260208399
ICEWS,Japan,US Ally,Diplomatic protest / friction,Anti-Japanese protests across major Chinese cities,shock,1.077921738001234,0.9980689023293076
ICEWS,Japan,US Ally,Sovereignty dispute,Senkaku/Diaoyu fishing boat standoff,shock,0.544208113206377,0.5038929776049942
ICEWS,Japan,US Ally,Strategic partnership upgrade,China-Japan Joint Statement on strategic mutually beneficial relations,shock,0.08746002276733034,0.0809809523676066
ICEWS,Japan,US Ally,Strategic partnership upgrade,China and Japan hold 10th round of strategic dialogue in Beijing,shock,-0.3557860122454268,-0.3294292546362101
ICEWS,Japan,US Ally,Multilateral / third-party meeting,"Fifth round of trilateral senior foreign affairs officials' consultation of China, Japan and the ROK in Jeju",shock,-1.7719901387219865,-1.6407204626673793
ICEWS,Japan,US Ally,Sovereignty dispute,Senkaku Boat Collision,shock,0.13079646076536666,0.12110701122579881
ICEWS,Japan,US Ally,Sovereignty dispute,Nationalization of Senkaku,shock,1.130349569592074,1.0466128610256071
ICEWS,Japan,US Ally,Sovereignty dispute,China declares East China Sea ADIZ,shock,0.06215348581908128,0.05754913291053754
ICEWS,Japan,US Ally,Policy shift / domestic politics,Japan allows collective self-defense,shock,0.4715790861693342,0.43664433539232184
ICEWS,Japan,US Ally,Sovereignty dispute,Japan protests China ECS gas drilling,shock,0.8227159359614622,0.7617688392261972
ICEWS,Japan,US Ally,Military / security cooperation,China-Japan maritime liaison starts,shock,-3.4405611970666445,-3.1856831681681728
ICEWS,Japan,US Ally,Economic win-win cooperation,RCEP Signed,shock,0.5895027041851748,0.5458321287566262
ICEWS,Japan,US Ally,Diplomatic protest / friction,Japan approves Fukushima water release,shock,0.6303628056536028,0.5836652989989091
ICEWS,Japan,US Ally,Sovereignty dispute,Taiwan Tensions,shock,1.2074296751402174,1.1179828442291324
ICEWS,Malaysia,Non-Ally,Strategic partnership upgrade,China-Malaysia Joint Communique on strategic cooperation,shock,1.0058646791804071,1.7136283785970914
ICEWS,Malaysia,Non-Ally,Strategic partnership upgrade,China-Malaysia comprehensive strategic partnership established,shock,-1.703206439959499,-2.9016456691789685
ICEWS,Malaysia,Non-Ally,Pandemic / disaster shock,Malaysia Airlines Flight MH370 disappearance,shock,0.5385772975634677,0.9175402619017282
ICEWS,Malaysia,Non-Ally,Military / security cooperation,China-Malaysia Littoral Mission Ships defense deal,shock,0.8426291550655307,1.4355342847212174
ICEWS,Malaysia,Non-Ally,Policy shift / domestic politics,Malaysia suspends China-backed East Coast Rail Link project,shock,-1.8406546579058607,-3.1358075517220567
ICEWS,Malaysia,Non-Ally,Economic win-win cooperation,East Coast Rail Link reinstated at reduced cost,shock,0.8537159372943278,1.4544221381748976
ICEWS,Malaysia,Non-Ally,Pandemic / crisis aid,Xi-Mahathir phone call on COVID-19 cooperation,shock,-0.6547209011594339,-1.11540681317257
ICEWS,Malaysia,Non-Ally,Sovereignty dispute,Chinese survey ship Haiyang Dizhi 8 tags Malaysian drillship West Capella in South China Sea,shock,0.0031451675049604666,0.005358224027046221
ICEWS,Mexico,Non-Ally,Economic sanction / tariff barrier,Mexico requests WTO consultations on Chinese industrial subsidy programs,shock,-1.6813436118834728,-3.493815528732712
