db,country,event_date,event_name,category_4,post_month,baseline,shock
GDELT,Japan,2023-11-01,Meeting on sidelines of APEC Summit in San Francisco,Third-party meeting,0,-1.0683383883356607,-0.08927358131128971
GDELT,Japan,2023-11-01,Meeting on sidelines of APEC Summit in San Francisco,Third-party meeting,1,-1.0683383883356607,0.7451842749132656
GDELT,Japan,2023-11-01,Meeting on sidelines of APEC Summit in San Francisco,Third-party meeting,2,-1.0683383883356607,0.29081198157439103
GDELT,Japan,2023-11-01,Meeting on sidelines of APEC Summit in San Francisco,Third-party meeting,3,-1.0683383883356607,0.40113269657933126
GDELT,Japan,2023-11-01,Meeting on sidelines of APEC Summit in San Francisco,Third-party meeting,6,-1.0683383883356607,0.8244442307846099
GDELT,Japan,2023-11-01,Meeting on sidelines of APEC Summit in San Francisco,Third-party meeting,12,-1.0683383883356607,0.957996483956728
GDELT,Japan,2024-05-01,Li Qiang meets PM Kishida on sidelines of China-Japan-Korea leaders meeting in Seoul,Third-party meeting,0,-0.7214784797128936,0.47758432216184277
GDELT,Japan,2024-05-01,Li Qiang meets PM Kishida on sidelines of China-Japan-Korea leaders meeting in Seoul,Third-party meeting,1,-0.7214784797128936,-0.4951603156759513
GDELT,Japan,2024-05-01,Li Qiang meets PM Kishida on sidelines of China-Japan-Korea leaders meeting in Seoul,Third-party meeting,2,-0.7214784797128936,0.08878638774005254
GDELT,Japan,2024-05-01,Li Qiang meets PM Kishida on sidelines of China-Japan-Korea leaders meeting in Seoul,Third-party meeting,3,-0.7214784797128936,-0.7039203543399365
GDELT,Japan,2024-05-01,Li Qiang meets PM Kishida on sidelines of China-Japan-Korea leaders meeting in Seoul,Third-party meeting,6,-0.7214784797128936,0.6111365753339608
GDELT,Japan,2024-05-01,Li Qiang meets PM Kishida on sidelines of China-Japan-Korea leaders meeting in Seoul,Third-party meeting,12,-0.7214784797128936,-0.34696678120792834
GDELT,Japan,2024-10-01,Li Qiang meets PM Ishiba on sidelines of East Asia Summit,Third-party meeting,0,-1.0902795556402152,0.4061180481649945
GDELT,Japan,2024-10-01,Li Qiang meets PM Ishiba on sidelines of East Asia Summit,Third-party meeting,1,-1.0902795556402152,0.9799376512612824
GDELT,Japan,2024-10-01,Li Qiang meets PM Ishiba on sidelines of East Asia Summit,Third-party meeting,2,-1.0902795556402152,0.5624129166812865
GDELT,Japan,2024-10-01,Li Qiang meets PM Ishiba on sidelines of East Asia Summit,Third-party meeting,3,-1.0902795556402152,0.8654952893455627
GDELT,Japan,2024-10-01,Li Qiang meets PM Ishiba on sidelines of East Asia Summit,Third-party meeting,6,-1.0902795556402152,1.492816367472573
GDELT,Japan,2024-10-01,Li Qiang meets PM Ishiba on sidelines of East Asia Summit,Third-party meeting,12,-1.0902795556402152,1.469294493834613
GDELT,Japan,2024-11-01,Meeting on sidelines of APEC Summit in Lima,Third-party meeting,0,-1.1074360274743418,0.997094123095409
GDELT,Japan,2024-11-01,Meeting on sidelines of APEC Summit in Lima,Third-party meeting,1,-1.1074360274743418,0.5795693885154131
GDELT,Japan,2024-11-01,Meeting on sidelines of APEC Summit in Lima,Third-party meeting,2,-1.1074360274743418,0.8826517611796894
GDELT,Japan,2024-11-01,Meeting on sidelines of APEC Summit in Lima,Third-party meeting,3,-1.1074360274743418,1.1532656463623883
GDELT,Japan,2024-11-01,Meeting on sidelines of APEC Summit in Lima,Third-party meeting,6,-1.1074360274743418,0.03899076655351985
GDELT,Japan,2024-11-01,Meeting on sidelines of APEC Summit in Lima,Third-party meeting,12,-1.1074360274743418,0.12297430421755495
GDELT,Japan,2025-10-01,Xi meets PM Sanae Takaichi on sidelines of APEC Gyeongju,Third-party meeting,0,-1.055156590347219,1.434171528541617
GDELT,Japan,2025-10-01,Xi meets PM Sanae Takaichi on sidelines of APEC Gyeongju,Third-party meeting,1,-1.055156590347219,0.07069486709043227
GDELT,Japan,2025-10-01,Xi meets PM Sanae Takaichi on sidelines of APEC Gyeongju,Third-party meeting,2,-1.055156590347219,-0.8609944314011977
GDELT,Malaysia,2004-05-01,Official visit to China by Malaysian Prime Minister Abdullah Badawi,Partner inbound visit,0,0.122840434122726,0.682759376799797
GDELT,Malaysia,2004-05-01,Official visit to China by Malaysian Prime Minister Abdullah Badawi,Partner inbound visit,1,0.122840434122726,-2.799964395616109
GDELT,Malaysia,2004-05-01,Official visit to China by Malaysian Prime Minister Abdullah Badawi,Partner inbound visit,2,0.122840434122726,0.7930222211151516
GDELT,Malaysia,2004-05-01,Official visit to China by Malaysian Prime Minister Abdullah Badawi,Partner inbound visit,3,0.122840434122726,-1.4874223359663195
GDELT,Malaysia,2004-05-01,Official visit to China by Malaysian Prime Minister Abdullah Badawi,Partner inbound visit,6,0.122840434122726,-0.6741701059038869
GDELT,Malaysia,2004-05-01,Official visit to China by Malaysian Prime Minister Abdullah Badawi,Partner inbound visit,12,0.122840434122726,-0.06901684980291084
GDELT,Malaysia,2005-12-01,Official visit to Malaysia by Chinese Premier Wen Jiabao,Chinese outbound visit,0,1.5202199458864414,-1.4585620875889476
GDELT,Malaysia,2005-12-01,Official visit to Malaysia by Chinese Premier Wen Jiabao,Chinese outbound visit,1,1.5202199458864414,-2.9426277144740443
GDELT,Malaysia,2005-12-01,Official visit to Malaysia by Chinese Premier Wen Jiabao,Chinese outbound visit,2,1.5202199458864414,-1.5927298296850347
GDELT,Malaysia,2005-12-01,Official visit to Malaysia by Chinese Premier Wen Jiabao,Chinese outbound visit,3,1.5202199458864414,-1.0265809734817735
GDELT,Malaysia,2005-12-01,Official visit to Malaysia by Chinese Premier Wen Jiabao,Chinese outbound visit,6,1.5202199458864414,-0.6432080820712576
GDELT,Malaysia,2005-12-01,Official visit to Malaysia by Chinese Premier Wen Jiabao,Chinese outbound visit,12,1.5202199458864414,-2.404700471921501
GDELT,Malaysia,2009-11-01,State visit to Malaysia by Chinese President Hu Jintao,Chinese outbound visit,0,-0.15260590451473707,1.1200838834804043
GDELT,Malaysia,2009-11-01,State visit to Malaysia by Chinese President Hu Jintao,Chinese outbound visit,1,-0.15260590451473707,0.23607506406188214
GDELT,Malaysia,2009-11-01,State visit to Malaysia by Chinese President Hu Jintao,Chinese outbound visit,2,-0.15260590451473707,0.14412453416022422
GDELT,Malaysia,2009-11-01,State visit to Malaysia by Chinese President Hu Jintao,Chinese outbound visit,3,-0.15260590451473707,-0.27861007293948026
GDELT,Malaysia,2009-11-01,State visit to Malaysia by Chinese President Hu Jintao,Chinese outbound visit,6,-0.15260590451473707,-0.21163424825730195
GDELT,Malaysia,2009-11-01,State visit to Malaysia by Chinese President Hu Jintao,Chinese outbound visit,12,-0.15260590451473707,0.37065093900229296
GDELT,Malaysia,2011-04-01,Official visit to Malaysia by Chinese Premier Wen Jiabao,Chinese outbound visit,0,-0.6055373083401799,0.5580051803031869
GDELT,Malaysia,2011-04-01,Official visit to Malaysia by Chinese Premier Wen Jiabao,Chinese outbound visit,1,-0.6055373083401799,1.5234930426382243
GDELT,Malaysia,2011-04-01,Official visit to Malaysia by Chinese Premier Wen Jiabao,Chinese outbound visit,2,-0.6055373083401799,-0.49724472608033843
GDELT,Malaysia,2011-04-01,Official visit to Malaysia by Chinese Premier Wen Jiabao,Chinese outbound visit,3,-0.6055373083401799,1.412454975058888
GDELT,Malaysia,2011-04-01,Official visit to Malaysia by Chinese Premier Wen Jiabao,Chinese outbound visit,6,-0.6055373083401799,-0.7647531323003872
GDELT,Malaysia,2011-04-01,Official visit to Malaysia by Chinese Premier Wen Jiabao,Chinese outbound visit,12,-0.6055373083401799,-1.3480170002687069
GDELT,Malaysia,2013-10-01,State visit to Malaysia by Chinese President Xi Jinping,Chinese outbound visit,0,-1.0421943400651374,1.3473288036077697
GDELT,Malaysia,2013-10-01,State visit to Malaysia by Chinese President Xi Jinping,Chinese outbound visit,1,-1.0421943400651374,-0.3055023758079478
GDELT,Malaysia,2013-10-01,State visit to Malaysia by Chinese President Xi Jinping,Chinese outbound visit,2,-1.0421943400651374,0.5602707471037875
GDELT,Malaysia,2013-10-01,State visit to Malaysia by Chinese President Xi Jinping,Chinese outbound visit,3,-1.0421943400651374,0.45714907171371677
GDELT,Malaysia,2013-10-01,State visit to Malaysia by Chinese President Xi Jinping,Chinese outbound visit,6,-1.0421943400651374,-0.5348306553952302
GDELT,Malaysia,2013-10-01,State visit to Malaysia by Chinese President Xi Jinping,Chinese outbound visit,12,-1.0421943400651374,0.38693283558055724
GDELT,Malaysia,2015-11-01,Official visit to Malaysia by Chinese Premier Li Keqiang,Chinese outbound visit,0,-0.779492460010538,0.8906812165710393
GDELT,Malaysia,2015-11-01,Official visit to Malaysia by Chinese Premier Li Keqiang,Chinese outbound visit,1,-0.779492460010538,0.45860374153276334
GDELT,Malaysia,2015-11-01,Official visit to Malaysia by Chinese Premier Li Keqiang,Chinese outbound visit,2,-0.779492460010538,0.8651719141787722
GDELT,Malaysia,2015-11-01,Official visit to Malaysia by Chinese Premier Li Keqiang,Chinese outbound visit,3,-0.779492460010538,0.365385984293105
GDELT,Malaysia,2015-11-01,Official visit to Malaysia by Chinese Premier Li Keqiang,Chinese outbound visit,6,-0.779492460010538,0.39354846665094806
GDELT,Malaysia,2015-11-01,Official visit to Malaysia by Chinese Premier Li Keqiang,Chinese outbound visit,12,-0.779492460010538,1.7139702320189998
GDELT,Malaysia,2017-05-01,Malaysian PM Najib Razak attends Belt and Road Forum in Beijing,Partner inbound visit,0,-0.8933925249437554,0.6553105158083092
GDELT,Malaysia,2017-05-01,Malaysian PM Najib Razak attends Belt and Road Forum in Beijing,Partner inbound visit,1,-0.8933925249437554,-0.312481444980547
GDELT,Malaysia,2017-05-01,Malaysian PM Najib Razak attends Belt and Road Forum in Beijing,Partner inbound visit,2,-0.8933925249437554,0.06648756187094496
GDELT,Malaysia,2017-05-01,Malaysian PM Najib Razak attends Belt and Road Forum in Beijing,Partner inbound visit,3,-0.8933925249437554,1.5234990276045277
GDELT,Malaysia,2017-05-01,Malaysian PM Najib Razak attends Belt and Road Forum in Beijing,Partner inbound visit,6,-0.8933925249437554,0.8594981059674951
GDELT,Malaysia,2017-05-01,Malaysian PM Najib Razak attends Belt and Road Forum in Beijing,Partner inbound visit,12,-0.8933925249437554,0.8006247420486985
GDELT,Malaysia,2018-08-01,Official visit to China by Malaysian Prime Minister Mahathir Mohamad,Partner inbound visit,0,0.24343448223151717,0.2503535807330005
GDELT,Malaysia,2018-08-01,Official visit to China by Malaysian Prime Minister Mahathir Mohamad,Partner inbound visit,1,0.24343448223151717,0.025473481941401338
GDELT,Malaysia,2018-08-01,Official visit to China by Malaysian Prime Minister Mahathir Mohamad,Partner inbound visit,2,0.24343448223151717,-0.014471022197016181
GDELT,Malaysia,2018-08-01,Official visit to China by Malaysian Prime Minister Mahathir Mohamad,Partner inbound visit,3,0.24343448223151717,0.38558745582468357
GDELT,Malaysia,2018-08-01,Official visit to China by Malaysian Prime Minister Mahathir Mohamad,Partner inbound visit,6,0.24343448223151717,0.6544806338106737
GDELT,Malaysia,2018-08-01,Official visit to China by Malaysian Prime Minister Mahathir Mohamad,Partner inbound visit,12,0.24343448223151717,-0.49291686881792407
GDELT,Malaysia,2023-03-01,Official visit to China by Malaysian Prime Minister Anwar Ibrahim,Partner inbound visit,0,0.65455106316108,-0.5587611779286481
GDELT,Malaysia,2023-03-01,Official visit to China by Malaysian Prime Minister Anwar Ibrahim,Partner inbound visit,1,0.65455106316108,0.09117920912113942
GDELT,Malaysia,2023-03-01,Official visit to China by Malaysian Prime Minister Anwar Ibrahim,Partner inbound visit,2,0.65455106316108,-0.816779758538192
GDELT,Malaysia,2023-03-01,Official visit to China by Malaysian Prime Minister Anwar Ibrahim,Partner inbound visit,3,0.65455106316108,-0.22411735970398855
GDELT,Malaysia,2023-03-01,Official visit to China by Malaysian Prime Minister Anwar Ibrahim,Partner inbound visit,6,0.65455106316108,-1.1599461525808412
GDELT,Malaysia,2023-03-01,Official visit to China by Malaysian Prime Minister Anwar Ibrahim,Partner inbound visit,12,0.65455106316108,-0.29352246005487254
GDELT,Malaysia,2024-06-01,Official visit to Malaysia by Chinese Premier Li Qiang,Chinese outbound visit,0,0.48990913677717635,0.3344524917109281
GDELT,Malaysia,2024-06-01,Official visit to Malaysia by Chinese Premier Li Qiang,Chinese outbound visit,1,0.48990913677717635,-0.1060018551019577
GDELT,Malaysia,2024-06-01,Official visit to Malaysia by Chinese Premier Li Qiang,Chinese outbound visit,2,0.48990913677717635,0.6775223993817321
GDELT,Malaysia,2024-06-01,Official visit to Malaysia by Chinese Premier Li Qiang,Chinese outbound visit,3,0.48990913677717635,-0.2896129357786813
GDELT,Malaysia,2024-06-01,Official visit to Malaysia by Chinese Premier Li Qiang,Chinese outbound visit,6,0.48990913677717635,-0.22977629441828773
GDELT,Malaysia,2024-06-01,Official visit to Malaysia by Chinese Premier Li Qiang,Chinese outbound visit,12,0.48990913677717635,-0.36370290707964376
GDELT,Malaysia,2024-09-01,State visit to China by King of Malaysia Sultan Ibrahim,Partner inbound visit,0,0.7919001487740772,-0.5916039477755821
GDELT,Malaysia,2024-09-01,State visit to China by King of Malaysia Sultan Ibrahim,Partner inbound visit,1,0.7919001487740772,-0.5354780618429457
GDELT,Malaysia,2024-09-01,State visit to China by King of Malaysia Sultan Ibrahim,Partner inbound visit,2,0.7919001487740772,-0.5504850160537919
GDELT,Malaysia,2024-09-01,State visit to China by King of Malaysia Sultan Ibrahim,Partner inbound visit,3,0.7919001487740772,-0.5317673064151887
GDELT,Malaysia,2024-09-01,State visit to China by King of Malaysia Sultan Ibrahim,Partner inbound visit,6,0.7919001487740772,-0.07025542085418413
GDELT,Malaysia,2024-09-01,State visit to China by King of Malaysia Sultan Ibrahim,Partner inbound visit,12,0.7919001487740772,0.20006862810442616
GDELT,Malaysia,2025-04-01,State visit to Malaysia by Chinese President Xi Jinping,Chinese outbound visit,0,0.31748357912798325,1.1533871840944856
GDELT,Malaysia,2025-04-01,State visit to Malaysia by Chinese President Xi Jinping,Chinese outbound visit,1,0.31748357912798325,0.7678502270183123
GDELT,Malaysia,2025-04-01,State visit to Malaysia by Chinese President Xi Jinping,Chinese outbound visit,2,0.31748357912798325,-0.19127734943045066
GDELT,Malaysia,2025-04-01,State visit to Malaysia by Chinese President Xi Jinping,Chinese outbound visit,3,0.31748357912798325,0.6720288005549484
GDELT,Malaysia,2025-04-01,State visit to Malaysia by Chinese President Xi Jinping,Chinese outbound visit,6,0.31748357912798325,1.007493948329739
GDELT,Mexico,2003-12-01,Wen Jiabao visits Mexico and strategic partnership established,Chinese outbound visit,0,0.6650619566340552,-0.6168488278460906
GDELT,Mexico,2003-12-01,Wen Jiabao visits Mexico and strategic partnership established,Chinese outbound visit,1,0.6650619566340552,-0.688009190011299
GDELT,Mexico,2003-12-01,Wen Jiabao visits Mexico and strategic partnership established,Chinese outbound visit,2,0.6650619566340552,1.6921114600456812
GDELT,Mexico,2003-12-01,Wen Jiabao visits Mexico and strategic partnership established,Chinese outbound visit,3,0.6650619566340552,0.08142572082538768
GDELT,Mexico,2003-12-01,Wen Jiabao visits Mexico and strategic partnership established,Chinese outbound visit,6,0.6650619566340552,0.3389166931682033
GDELT,Mexico,2003-12-01,Wen Jiabao visits Mexico and strategic partnership established,Chinese outbound visit,12,0.6650619566340552,-0.7225185861990666
GDELT,Mexico,2005-09-01,Hu Jintao pays state visit to Mexico,Chinese outbound visit,0,-0.38557862960065936,0.9114631249017815
GDELT,Mexico,2005-09-01,Hu Jintao pays state visit to Mexico,Chinese outbound visit,1,-0.38557862960065936,3.984181857980806
GDELT,Mexico,2005-09-01,Hu Jintao pays state visit to Mexico,Chinese outbound visit,2,-0.38557862960065936,0.3118913809091904
GDELT,Mexico,2005-09-01,Hu Jintao pays state visit to Mexico,Chinese outbound visit,3,-0.38557862960065936,0.898556157292856
GDELT,Mexico,2005-09-01,Hu Jintao pays state visit to Mexico,Chinese outbound visit,6,-0.38557862960065936,1.3448190107636901
GDELT,Mexico,2005-09-01,Hu Jintao pays state visit to Mexico,Chinese outbound visit,12,-0.38557862960065936,-0.6545169898662382
GDELT,Mexico,2008-07-01,Calderon pays state visit to China,Partner inbound visit,0,-0.7591457811424253,0.6559675426478664
GDELT,Mexico,2008-07-01,Calderon pays state visit to China,Partner inbound visit,1,-0.7591457811424253,-0.2433481136243424
GDELT,Mexico,2008-07-01,Calderon pays state visit to China,Partner inbound visit,2,-0.7591457811424253,1.1923346401906492
GDELT,Mexico,2008-07-01,Calderon pays state visit to China,Partner inbound visit,3,-0.7591457811424253,2.5228062347631894
GDELT,Mexico,2008-07-01,Calderon pays state visit to China,Partner inbound visit,6,-0.7591457811424253,0.22434737621997192
GDELT,Mexico,2008-07-01,Calderon pays state visit to China,Partner inbound visit,12,-0.7591457811424253,0.4896158797064735
GDELT,Mexico,2009-02-01,Xi Jinping pays official visit to Mexico as Vice President,Chinese outbound visit,0,-0.04653474844898344,0.9448319289791028
GDELT,Mexico,2009-02-01,Xi Jinping pays official visit to Mexico as Vice President,Chinese outbound visit,1,-0.04653474844898344,-1.0687247423314468
GDELT,Mexico,2009-02-01,Xi Jinping pays official visit to Mexico as Vice President,Chinese outbound visit,2,-0.04653474844898344,-0.12181400644147272
GDELT,Mexico,2009-02-01,Xi Jinping pays official visit to Mexico as Vice President,Chinese outbound visit,3,-0.04653474844898344,-0.6081170001494992
GDELT,Mexico,2009-02-01,Xi Jinping pays official visit to Mexico as Vice President,Chinese outbound visit,6,-0.04653474844898344,-1.4773126667196839
GDELT,Mexico,2009-02-01,Xi Jinping pays official visit to Mexico as Vice President,Chinese outbound visit,12,-0.04653474844898344,0.18073175407564773
GDELT,Mexico,2013-04-01,Pena Nieto visits China and attends Boao Forum,Partner inbound visit,0,0.037406398893937716,0.25305727626186636
GDELT,Mexico,2013-04-01,Pena Nieto visits China and attends Boao Forum,Partner inbound visit,1,0.037406398893937716,-0.6751904921956335
GDELT,Mexico,2013-04-01,Pena Nieto visits China and attends Boao Forum,Partner inbound visit,2,0.037406398893937716,0.6355915436975685
GDELT,Mexico,2013-04-01,Pena Nieto visits China and attends Boao Forum,Partner inbound visit,3,0.037406398893937716,0.1380063272427121
GDELT,Mexico,2013-04-01,Pena Nieto visits China and attends Boao Forum,Partner inbound visit,6,0.037406398893937716,0.08039812930704479
GDELT,Mexico,2013-04-01,Pena Nieto visits China and attends Boao Forum,Partner inbound visit,12,0.037406398893937716,0.21083619072475865
GDELT,Mexico,2013-06-01,"Xi Jinping pays state visit to Mexico, ties upgraded to comprehensive strategic partnership",Chinese outbound visit,0,-0.45615307981637504,1.1291510224078813
GDELT,Mexico,2013-06-01,"Xi Jinping pays state visit to Mexico, ties upgraded to comprehensive strategic partnership",Chinese outbound visit,1,-0.45615307981637504,0.6315658059530249
GDELT,Mexico,2013-06-01,"Xi Jinping pays state visit to Mexico, ties upgraded to comprehensive strategic partnership",Chinese outbound visit,2,-0.45615307981637504,1.5995618453073326
GDELT,Mexico,2013-06-01,"Xi Jinping pays state visit to Mexico, ties upgraded to comprehensive strategic partnership",Chinese outbound visit,3,-0.45615307981637504,0.7561478642643936
GDELT,Mexico,2013-06-01,"Xi Jinping pays state visit to Mexico, ties upgraded to comprehensive strategic partnership",Chinese outbound visit,6,-0.45615307981637504,0.9645154832386404
GDELT,Mexico,2013-06-01,"Xi Jinping pays state visit to Mexico, ties upgraded to comprehensive strategic partnership",Chinese outbound visit,12,-0.45615307981637504,0.5730735644727941
GDELT,Mexico,2014-11-01,Pena Nieto pays state visit to China and attends APEC summit,Partner inbound visit,0,0.035172878094258696,0.10219044855569781
GDELT,Mexico,2014-11-01,Pena Nieto pays state visit to China and attends APEC summit,Partner inbound visit,1,0.035172878094258696,0.31557077241824083
GDELT,Mexico,2014-11-01,Pena Nieto pays state visit to China and attends APEC summit,Partner inbound visit,2,0.035172878094258696,-0.6062643453305396
GDELT,Mexico,2014-11-01,Pena Nieto pays state visit to China and attends APEC summit,Partner inbound visit,3,0.035172878094258696,0.6210264136145582
GDELT,Mexico,2014-11-01,Pena Nieto pays state visit to China and attends APEC summit,Partner inbound visit,6,0.035172878094258696,-0.11781388856857125
GDELT,Mexico,2014-11-01,Pena Nieto pays state visit to China and attends APEC summit,Partner inbound visit,12,0.035172878094258696,0.5087014678616699
GDELT,Mexico,2016-09-01,Pena Nieto attends G20 Hangzhou summit and holds bilateral meeting,Third-party meeting,0,-0.5689836360550596,-0.16340867755542843
GDELT,Mexico,2016-09-01,Pena Nieto attends G20 Hangzhou summit and holds bilateral meeting,Third-party meeting,1,-0.5689836360550596,-0.04103580289393538
GDELT,Mexico,2016-09-01,Pena Nieto attends G20 Hangzhou summit and holds bilateral meeting,Third-party meeting,2,-0.5689836360550596,0.25632188126454675
GDELT,Mexico,2016-09-01,Pena Nieto attends G20 Hangzhou summit and holds bilateral meeting,Third-party meeting,3,-0.5689836360550596,0.09004120485254985
GDELT,Mexico,2016-09-01,Pena Nieto attends G20 Hangzhou summit and holds bilateral meeting,Third-party meeting,6,-0.5689836360550596,-0.3301385837774159
GDELT,Mexico,2016-09-01,Pena Nieto attends G20 Hangzhou summit and holds bilateral meeting,Third-party meeting,12,-0.5689836360550596,1.0138859560828173
GDELT,Mexico,2017-09-01,Xi Jinping meets Pena Nieto on sidelines of BRICS Plus dialogue in Xiamen,Third-party meeting,0,0.3667297233702309,0.0781725966575268
GDELT,Mexico,2017-09-01,Xi Jinping meets Pena Nieto on sidelines of BRICS Plus dialogue in Xiamen,Third-party meeting,1,0.3667297233702309,0.06890341557619428
GDELT,Mexico,2017-09-01,Xi Jinping meets Pena Nieto on sidelines of BRICS Plus dialogue in Xiamen,Third-party meeting,2,0.3667297233702309,0.13209117224230965
GDELT,Mexico,2017-09-01,Xi Jinping meets Pena Nieto on sidelines of BRICS Plus dialogue in Xiamen,Third-party meeting,3,0.3667297233702309,-0.012114770117702844
GDELT,Mexico,2017-09-01,Xi Jinping meets Pena Nieto on sidelines of BRICS Plus dialogue in Xiamen,Third-party meeting,6,0.3667297233702309,-0.5493512358522501
GDELT,Mexico,2017-09-01,Xi Jinping meets Pena Nieto on sidelines of BRICS Plus dialogue in Xiamen,Third-party meeting,12,0.3667297233702309,-0.014390627077353835
GDELT,Mexico,2023-11-01,Xi Jinping meets Lopez Obrador on sidelines of APEC summit,Third-party meeting,0,-0.06170805895589393,0.2442886556288856
GDELT,Mexico,2023-11-01,Xi Jinping meets Lopez Obrador on sidelines of APEC summit,Third-party meeting,1,-0.06170805895589393,-0.6140882879786437
GDELT,Mexico,2023-11-01,Xi Jinping meets Lopez Obrador on sidelines of APEC summit,Third-party meeting,2,-0.06170805895589393,0.31907620673331377
GDELT,Mexico,2023-11-01,Xi Jinping meets Lopez Obrador on sidelines of APEC summit,Third-party meeting,3,-0.06170805895589393,-2.110916231250386
GDELT,Mexico,2023-11-01,Xi Jinping meets Lopez Obrador on sidelines of APEC summit,Third-party meeting,6,-0.06170805895589393,-1.0536586811053943
GDELT,Mexico,2023-11-01,Xi Jinping meets Lopez Obrador on sidelines of APEC summit,Third-party meeting,12,-0.06170805895589393,-0.06871893243661029
GDELT,Mexico,2024-11-01,Xi Jinping meets Sheinbaum on sidelines of G20 summit in Rio,Third-party meeting,0,-0.4530932197917682,0.32266622839926395
GDELT,Mexico,2024-11-01,Xi Jinping meets Sheinbaum on sidelines of G20 summit in Rio,Third-party meeting,1,-0.4530932197917682,-0.6200932133013642
GDELT,Mexico,2024-11-01,Xi Jinping meets Sheinbaum on sidelines of G20 summit in Rio,Third-party meeting,2,-0.4530932197917682,0.5437343559680133
GDELT,Mexico,2024-11-01,Xi Jinping meets Sheinbaum on sidelines of G20 summit in Rio,Third-party meeting,3,-0.4530932197917682,1.3064646065065064
GDELT,Mexico,2024-11-01,Xi Jinping meets Sheinbaum on sidelines of G20 summit in Rio,Third-party meeting,6,-0.4530932197917682,1.2819764708830825
GDELT,Mexico,2024-11-01,Xi Jinping meets Sheinbaum on sidelines of G20 summit in Rio,Third-party meeting,12,-0.4530932197917682,0.523173718589276
GDELT,Mexico,2025-05-01,Mexican Foreign Minister De la Fuente visits China for CELAC ministerial meeting,Partner inbound visit,0,0.8509211112435358,-0.022037860152221533
GDELT,Mexico,2025-05-01,Mexican Foreign Minister De la Fuente visits China for CELAC ministerial meeting,Partner inbound visit,1,0.8509211112435358,-0.9940421213598337
GDELT,Mexico,2025-05-01,Mexican Foreign Minister De la Fuente visits China for CELAC ministerial meeting,Partner inbound visit,2,0.8509211112435358,-1.7320429408747526
GDELT,Mexico,2025-05-01,Mexican Foreign Minister De la Fuente visits China for CELAC ministerial meeting,Partner inbound visit,3,0.8509211112435358,-0.7943853085200658
GDELT,Mexico,2025-05-01,Mexican Foreign Minister De la Fuente visits China for CELAC ministerial meeting,Partner inbound visit,6,0.8509211112435358,-0.780840612446028
GDELT,Netherlands,2004-12-01,Official visit to the Netherlands,Chinese outbound visit,0,-1.0481221515503487,2.134070718765382
GDELT,Netherlands,2004-12-01,Official visit to the Netherlands,Chinese outbound visit,1,-1.0481221515503487,2.1944119813431655
GDELT,Netherlands,2004-12-01,Official visit to the Netherlands,Chinese outbound visit,2,-1.0481221515503487,-0.3537215055663503
GDELT,Netherlands,2004-12-01,Official visit to the Netherlands,Chinese outbound visit,3,-1.0481221515503487,-0.40844131133897843
GDELT,Netherlands,2004-12-01,Official visit to the Netherlands,Chinese outbound visit,6,-1.0481221515503487,1.6473255645952611
GDELT,Netherlands,2004-12-01,Official visit to the Netherlands,Chinese outbound visit,12,-1.0481221515503487,5.813469598704372
GDELT,Netherlands,2013-11-01,Official visit to China,Partner inbound visit,0,0.27931787006375,0.35231847505706537
GDELT,Netherlands,2013-11-01,Official visit to China,Partner inbound visit,1,0.27931787006375,-0.3757757065699834
GDELT,Netherlands,2013-11-01,Official visit to China,Partner inbound visit,2,0.27931787006375,-0.41287205618382933
GDELT,Netherlands,2013-11-01,Official visit to China,Partner inbound visit,3,0.27931787006375,0.08438660631295403
GDELT,Netherlands,2013-11-01,Official visit to China,Partner inbound visit,6,0.27931787006375,0.4482779597970592
GDELT,Netherlands,2013-11-01,Official visit to China,Partner inbound visit,12,0.27931787006375,0.5210941320132558
GDELT,Netherlands,2014-03-01,State visit to the Netherlands,Chinese outbound visit,0,0.044564151250130406,0.670353823167892
GDELT,Netherlands,2014-03-01,State visit to the Netherlands,Chinese outbound visit,1,0.044564151250130406,2.545675868497408
GDELT,Netherlands,2014-03-01,State visit to the Netherlands,Chinese outbound visit,2,0.044564151250130406,0.6830316786106788
GDELT,Netherlands,2014-03-01,State visit to the Netherlands,Chinese outbound visit,3,0.044564151250130406,0.5609105189216966
GDELT,Netherlands,2014-03-01,State visit to the Netherlands,Chinese outbound visit,6,0.044564151250130406,0.31626890969058985
GDELT,Netherlands,2014-03-01,State visit to the Netherlands,Chinese outbound visit,12,0.044564151250130406,0.6101893585506268
GDELT,Netherlands,2015-10-01,State visit to China,Partner inbound visit,0,0.21033732875782324,0.20289021169772492
GDELT,Netherlands,2015-10-01,State visit to China,Partner inbound visit,1,0.21033732875782324,-1.1294679966841121
GDELT,Netherlands,2015-10-01,State visit to China,Partner inbound visit,2,0.21033732875782324,-0.3131041405642913
GDELT,Netherlands,2015-10-01,State visit to China,Partner inbound visit,3,0.21033732875782324,-0.551723745267688
GDELT,Netherlands,2015-10-01,State visit to China,Partner inbound visit,6,0.21033732875782324,0.05932541871975783
GDELT,Netherlands,2015-10-01,State visit to China,Partner inbound visit,12,0.21033732875782324,-0.8894457147519736
GDELT,Netherlands,2018-02-01,Working visit to China,Partner inbound visit,0,0.25981064146857585,0.2591676381045234
GDELT,Netherlands,2018-02-01,Working visit to China,Partner inbound visit,1,0.25981064146857585,-0.15325521438521073
